UPC,BU,PepsiBrand,SubBU,BrandSource,IsPepsiProduct,IsPepsiProductOld
028400676588,FLNA,FL VP/MP,FLNA,Corporate,True,
4577200284,FLNA,Smartfood,FLNA,Corporate,True,
960289680,Quaker,Quaker,Quaker,Corporate,True,
960226270,Beverages,Tropicana,Tropicana,Corporate,True,
3609391013,Beverages,Kevita,NEB,Corporate,True,
5200004346,Beverages,Gatorade,Gatorade,Corporate,True,
1200018146,Beverages,Starbucks,PBC,JV,True,
5200004328,Beverages,Gatorade,Gatorade,Corporate,True,
85268400391,Hive,Health Warrior,Hive Foods,Corporate,True,
1200018142,Beverages,Starbucks,PBC,JV,True,
1200017129,Beverages,Bubly,PBC,Corporate,True,
2840020646,FLNA,OTEP,FLNA,Corporate,True,
40822344883,FLNA,Sabra,FLNA,JV,True,
12000181610,Beverages,Pure Leaf,PBC,JV,True,
3000001939,Quaker,Quaker,Quaker,Corporate,True,
28400228794,FLNA,FL VP/MP,FLNA,Corporate,True,
12000181641,Beverages,Pure Leaf,PBC,JV,True,
85999700726,Hive,Health Warrior,Hive Foods,Corporate,True,
12000181788,Beverages,Pure Leaf,PBC,JV,True,
81809400537,Beverages,Rockstar,PBC,JV,True,
2105405200,Beverages,Gatorade,Gatorade,Corporate,True,
2101305200,Beverages,Gatorade,Gatorade,Corporate,True,
960488982,Quaker,Quaker,Quaker,Corporate,True,
028400059381,FLNA,OTEP,FLNA,Corporate,True,
5200004117,Beverages,Gatorade,Gatorade,Corporate,True,
1200011246,Beverages,Caleb's Kola,PBC,Corporate,True,True
7800000119,Beverages,Canada Dry,PBC,Allied,False,False
7800014645,Beverages,Canada Dry,PBC,Allied,False,False
7800015616,Beverages,Canada Dry,PBC,Allied,False,False
7800015646,Beverages,Canada Dry,PBC,Allied,False,False
7800014146,Beverages,Canada Dry,PBC,Allied,False,False
7800015216,Beverages,Canada Dry,PBC,Allied,False,False
7800000168,Beverages,Canada Dry,PBC,Allied,False,False
7800000117,Beverages,Canada Dry,PBC,Allied,False,False
7800015288,Beverages,Canada Dry,PBC,Allied,False,False
7800015245,Beverages,Canada Dry,PBC,Allied,False,False
7800015246,Beverages,Canada Dry,PBC,Allied,False,False
7800014816,Beverages,Canada Dry,PBC,Allied,False,False
7800014842,Beverages,Canada Dry,PBC,Allied,False,False
7800014846,Beverages,Canada Dry,PBC,Allied,False,False
7800016816,Beverages,Canada Dry,PBC,Allied,False,False
7800016846,Beverages,Canada Dry,PBC,Allied,False,False
7800000123,Beverages,Canada Dry,PBC,Allied,False,False
7800015345,Beverages,Canada Dry,PBC,Allied,False,False
7800014945,Beverages,Canada Dry,PBC,Allied,False,False
0,FLNA,Grandmas,FLNA,Corporate,False,False
2840007193,FLNA,Baked,FLNA,Corporate,True,True
2840018390,FLNA,Baked,FLNA,Corporate,True,True
2840015782,FLNA,Cheetos,FLNA,Corporate,True,True
2840004024,FLNA,Cheetos,FLNA,Corporate,True,True
2840003913,FLNA,Cheetos,FLNA,Corporate,True,True
2840008399,FLNA,Cheetos,FLNA,Corporate,True,True
2840015750,FLNA,Cheetos,FLNA,Corporate,True,True
2840023981,FLNA,Cheetos,FLNA,Corporate,True,True
2840003916,FLNA,Cheetos,FLNA,Corporate,True,True
2840015784,FLNA,Cheetos,FLNA,Corporate,True,True
2840023985,FLNA,Cheetos,FLNA,Corporate,True,True
2840005881,FLNA,Cheetos,FLNA,Corporate,True,True
2840008315,FLNA,Cheetos,FLNA,Corporate,True,True
2840015282,FLNA,Cheetos,FLNA,Corporate,True,True
2840033729,FLNA,Cheetos,FLNA,Corporate,True,True
2840005661,FLNA,Cheetos,FLNA,Corporate,True,True
2840014982,FLNA,Cheetos,FLNA,Corporate,True,True
2840024012,FLNA,Cheetos,FLNA,Corporate,True,True
2840003919,FLNA,Cheetos,FLNA,Corporate,True,True
2840008394,FLNA,Cheetos,FLNA,Corporate,True,True
2840015747,FLNA,Cheetos,FLNA,Corporate,True,True
2840023987,FLNA,Cheetos,FLNA,Corporate,True,True
2840020743,FLNA,Cheetos,FLNA,Corporate,True,True
2840015818,FLNA,Cheetos,FLNA,Corporate,True,True
2840007165,FLNA,Simply,FLNA,Corporate,True,True
2840000228,FLNA,Chesters,FLNA,Corporate,True,True
89501300204,FLNA,Rold Gold,FLNA,Corporate,False,False
89501300202,FLNA,Rold Gold,FLNA,Corporate,False,False
89501300201,FLNA,Rold Gold,FLNA,Corporate,False,False
89501300203,FLNA,Rold Gold,FLNA,Corporate,False,False
1820799005,Beverages,SoBe,PBC,Corporate,False,False
1820799002,Beverages,SoBe,PBC,Corporate,False,False
0,FLNA,Grandmas,FLNA,Corporate,False,False
4141939866,Beverages,Izze,NEB,Corporate,False,False
4141978047,Beverages,Izze,NEB,Corporate,False,False
3000002913,FLNA,Cracker Jack,FLNA,Corporate,True,True
7800001345,Beverages,Crush,PBC,Allied,True,True
7800001356,Beverages,Crush,PBC,Allied,True,True
4171011351,Beverages,Crush,PBC,Allied,True,True
7800001305,Beverages,Crush,PBC,Allied,True,True
7800001309,Beverages,Crush,PBC,Allied,True,True
7800001325,Beverages,Crush,PBC,Allied,True,True
4171011288,Beverages,Crush,PBC,Allied,True,True
7800001336,Beverages,Crush,PBC,Allied,True,True
7800001328,Beverages,Crush,PBC,Allied,True,True
4171019288,Beverages,Crush,PBC,Allied,True,True
7800001397,Beverages,Crush,PBC,Allied,True,True
4171019350,Beverages,Crush,PBC,Allied,True,True
7800001389,Beverages,Crush,PBC,Allied,True,True
7800006316,Beverages,Dr Pepper,PBC,Allied,False,False
4850020887,Beverages,Dole,Tropicana,Corporate,True,True
4850002112,Beverages,Dole,Tropicana,Corporate,True,True
4850005012,Beverages,Dole,Tropicana,Corporate,True,True
4850025012,Beverages,Dole,Tropicana,Corporate,True,True
4850002115,Beverages,Dole,Tropicana,Corporate,True,True
4850002114,Beverages,Dole,Tropicana,Corporate,True,True
4850005001,Beverages,Dole,Tropicana,Corporate,True,True
4850002111,Beverages,Dole,Tropicana,Corporate,True,True
3890000947,Beverages,Dole,Tropicana,Corporate,False,True
4850002113,Beverages,Dole,Tropicana,Corporate,True,True
3890000940,Beverages,Dole,Tropicana,Corporate,True,True
7120200400,Beverages,Dole,Tropicana,Corporate,False,False
7120200500,Beverages,Dole,Tropicana,Corporate,False,False
7120200600,Beverages,Dole,Tropicana,Corporate,False,False
7120200805,Beverages,Dole,Tropicana,Corporate,False,False
3890000818,Beverages,Dole,Tropicana,Corporate,False,True
2840007190,FLNA,Baked,FLNA,Corporate,True,True
2840018393,FLNA,Baked,FLNA,Corporate,True,True
2840014992,FLNA,Doritos,FLNA,Corporate,True,True
2840015693,FLNA,Doritos,FLNA,Corporate,True,True
2840001775,FLNA,Doritos,FLNA,Corporate,True,True
2840005663,FLNA,Doritos,FLNA,Corporate,True,True
2840003854,FLNA,Doritos,FLNA,Corporate,True,True
2840008339,FLNA,Doritos,FLNA,Corporate,True,True
2840015607,FLNA,Doritos,FLNA,Corporate,True,True
2840033575,FLNA,Doritos,FLNA,Corporate,True,True
2840008297,FLNA,Doritos,FLNA,Corporate,True,True
2840015298,FLNA,Doritos,FLNA,Corporate,True,True
2840033730,FLNA,Doritos,FLNA,Corporate,True,True
2840003875,FLNA,Doritos,FLNA,Corporate,True,True
2840008342,FLNA,Doritos,FLNA,Corporate,True,True
2840015636,FLNA,Doritos,FLNA,Corporate,True,True
2840033579,FLNA,Doritos,FLNA,Corporate,True,True
2840007055,FLNA,Doritos,FLNA,Corporate,True,True
2840008298,FLNA,Doritos,FLNA,Corporate,True,True
2840015297,FLNA,Doritos,FLNA,Corporate,True,True
2840034367,FLNA,Doritos,FLNA,Corporate,True,True
2840003877,FLNA,Doritos,FLNA,Corporate,True,True
2840015637,FLNA,Doritos,FLNA,Corporate,True,True
2840033580,FLNA,Doritos,FLNA,Corporate,True,True
2840015296,FLNA,Doritos,FLNA,Corporate,True,True
2840034368,FLNA,Doritos,FLNA,Corporate,True,True
2840003895,FLNA,Doritos,FLNA,Corporate,True,True
2840015692,FLNA,Doritos,FLNA,Corporate,True,True
2840033727,FLNA,Doritos,FLNA,Corporate,True,True
5490003007,Beverages,Dr Pepper,PBC,Allied,True,True
7800008216,Beverages,Dr Pepper,PBC,Allied,True,True
7800008209,Beverages,Dr Pepper,PBC,Allied,True,True
5490003019,Beverages,Dr Pepper,PBC,Allied,True,True
7800008210,Beverages,Dr Pepper,PBC,Allied,True,True
7800000386,Beverages,Dr Pepper,PBC,Allied,True,True
7800008261,Beverages,Dr Pepper,PBC,Allied,True,True
7800000971,Beverages,Dr Pepper,PBC,Allied,True,True
7800008239,Beverages,Dr Pepper,PBC,Allied,True,True
7800008246,Beverages,Dr Pepper,PBC,Allied,True,True
7800008240,Beverages,Dr Pepper,PBC,Allied,True,True
7800008516,Beverages,Diet Dr Pepper,PBC,Allied,True,True
7800009816,Beverages,Dr Pepper,PBC,Allied,True,True
7800009846,Beverages,Dr Pepper,PBC,Allied,True,True
7800009916,Beverages,Dr Pepper,PBC,Allied,True,True
7800009946,Beverages,Dr Pepper,PBC,Allied,True,True
7800008316,Beverages,Diet Dr Pepper,PBC,Allied,True,False
7800008310,Beverages,Dr Pepper,PBC,Allied,True,True
7800000338,Beverages,Dr Pepper,PBC,Allied,True,True
7800000388,Beverages,Diet Dr Pepper,PBC,Allied,True,True
7800008361,Beverages,Dr Pepper,PBC,Allied,True,True
7800000972,Beverages,Dr Pepper,PBC,Allied,True,True
7800001101,Beverages,Dr Pepper,PBC,Allied,True,True
7800008363,Beverages,Dr Pepper,PBC,Allied,True,True
7800008346,Beverages,Diet Dr Pepper,PBC,Allied,True,True
7800008546,Beverages,Dr Pepper,PBC,Allied,True,True
7800010316,Beverages,Dr Pepper,PBC,Allied,True,True
7800010346,Beverages,Dr Pepper,PBC,Allied,True,True
2840005064,FLNA,Baked,FLNA,Corporate,True,True
2840008718,FLNA,Baked,FLNA,Corporate,True,True
2840026499,FLNA,Baked,FLNA,Corporate,True,True
2840021075,FLNA,FL VP/MP,FLNA,Corporate,True,True
2840007848,FLNA,Nuts & Seeds,FLNA,Corporate,True,True
2840000026,FLNA,Dips,FLNA,Corporate,True,True
2840023824,FLNA,FL VP/MP,FLNA,Corporate,True,True
2840004176,FLNA,Munchies,FLNA,Corporate,True,True
2840002926,FLNA,Munchies,FLNA,Corporate,True,True
2840002925,FLNA,Munchies,FLNA,Corporate,True,True
2840002927,FLNA,Munchies,FLNA,Corporate,True,True
2840008404,FLNA,Munchies,FLNA,Corporate,True,True
2840015474,FLNA,Munchies,FLNA,Corporate,True,True
2840008406,FLNA,Munchies,FLNA,Corporate,True,True
2840000227,FLNA,Munchos,FLNA,Corporate,True,True
2840019079,FLNA,Munchos,FLNA,Corporate,True,True
2840000288,FLNA,FL VP/MP,FLNA,Corporate,True,True
2840008391,FLNA,FL VP/MP,FLNA,Corporate,True,True
2840004404,FLNA,FL VP/MP,FLNA,Corporate,True,True
2840000289,FLNA,FL VP/MP,FLNA,Corporate,True,True
2840008392,FLNA,FL VP/MP,FLNA,Corporate,True,True
2840000308,FLNA,FL VP/MP,FLNA,Corporate,True,True
2840057605,FLNA,FL VP/MP,FLNA,Corporate,True,True
2840005804,FLNA,FL VP/MP,FLNA,Corporate,True,True
2840000303,FLNA,FL VP/MP,FLNA,Corporate,True,True
2840057628,FLNA,FL VP/MP,FLNA,Corporate,True,True
2840000022,FLNA,Fritos,FLNA,Corporate,True,True
2840003925,FLNA,Fritos,FLNA,Corporate,True,True
2840015506,FLNA,Fritos,FLNA,Corporate,True,True
2840024054,FLNA,Fritos,FLNA,Corporate,True,True
2840003923,FLNA,Fritos,FLNA,Corporate,True,True
2840015601,FLNA,Fritos,FLNA,Corporate,True,True
2840024052,FLNA,Fritos,FLNA,Corporate,True,True
2840015602,FLNA,Fritos,FLNA,Corporate,True,True
2840024043,FLNA,Fritos,FLNA,Corporate,True,True
2840003901,FLNA,Fritos,FLNA,Corporate,True,True
2840003924,FLNA,Fritos,FLNA,Corporate,True,True
2840008411,FLNA,Fritos,FLNA,Corporate,True,True
2840015600,FLNA,Fritos,FLNA,Corporate,True,True
2840024053,FLNA,Fritos,FLNA,Corporate,True,True
2840005660,FLNA,Fritos,FLNA,Corporate,True,True
2840000078,FLNA,Dips,FLNA,Corporate,True,True
2840000024,FLNA,Dips,FLNA,Corporate,True,True
2840003902,FLNA,Fritos,FLNA,Corporate,True,True
2840003930,FLNA,Fritos,FLNA,Corporate,True,True
2840015475,FLNA,Fritos,FLNA,Corporate,True,True
2840024062,FLNA,Fritos,FLNA,Corporate,True,True
2840005867,FLNA,Fritos,FLNA,Corporate,True,True
2840015473,FLNA,Fritos,FLNA,Corporate,True,True
2840033728,FLNA,Fritos,FLNA,Corporate,True,True
2840005880,FLNA,Funyuns,FLNA,Corporate,True,True
2840008295,FLNA,Funyuns,FLNA,Corporate,True,True
2840024018,FLNA,Funyuns,FLNA,Corporate,True,True
2840023431,FLNA,Funyuns,FLNA,Corporate,True,True
5200032256,Beverages,Gatorade,Gatorade,Corporate,True,True
5200013151,Beverages,Gatorade,Gatorade,Corporate,True,True
5200013152,Beverages,Gatorade,Gatorade,Corporate,True,True
5200010240,Beverages,Gatorade,Gatorade,Corporate,True,True
5200032434,Beverages,Gatorade,Gatorade,Corporate,True,True
5200013285,Beverages,Gatorade,Gatorade,Corporate,True,True
5200020844,Beverages,Gatorade,Gatorade,Corporate,True,True
5200032555,Beverages,Gatorade,Gatorade,Corporate,True,True
5200010412,Beverages,Gatorade,Gatorade,Corporate,True,True
5200020811,Beverages,Gatorade,Gatorade,Corporate,True,True
5200020842,Beverages,Gatorade,Gatorade,Corporate,True,True
5200032673,Beverages,Gatorade,Gatorade,Corporate,True,True
5200010310,Beverages,Gatorade,Gatorade,Corporate,True,True
5200010245,Beverages,Gatorade,Gatorade,Corporate,True,True
5200033652,Beverages,Gatorade,Gatorade,Corporate,True,True
5200032016,Beverages,Gatorade,Gatorade,Corporate,True,True
5200033582,Beverages,Gatorade,Gatorade,Corporate,True,True
5200020808,Beverages,Gatorade,Gatorade,Corporate,True,True
5200032212,Beverages,Gatorade,Gatorade,Corporate,True,True
5200020809,Beverages,Gatorade,Gatorade,Corporate,True,True
5200032012,Beverages,Gatorade,Gatorade,Corporate,True,True
5200032213,Beverages,Gatorade,Gatorade,Corporate,True,True
5200012936,Beverages,Gatorade,Gatorade,Corporate,True,True
5200020806,Beverages,Gatorade,Gatorade,Corporate,True,True
5200033875,Beverages,Gatorade,Gatorade,Corporate,True,True
5200033830,Beverages,Gatorade,Gatorade,Corporate,True,True
5200012107,Beverages,Gatorade,Gatorade,Corporate,True,True
5200012174,Beverages,Gatorade,Gatorade,Corporate,True,True
5200003962,Beverages,Gatorade,Gatorade,Corporate,True,True
5200012934,Beverages,Gatorade,Gatorade,Corporate,True,True
5200020805,Beverages,Gatorade,Gatorade,Corporate,True,True
5200033776,Beverages,Gatorade,Gatorade,Corporate,True,True
5200033877,Beverages,Gatorade,Gatorade,Corporate,True,True
5200033832,Beverages,Gatorade,Gatorade,Corporate,True,True
5200032180,Beverages,Gatorade,Gatorade,Corporate,True,True
5200012935,Beverages,Gatorade,Gatorade,Corporate,True,True
5200020807,Beverages,Gatorade,Gatorade,Corporate,True,True
5200003940,Beverages,Gatorade,Gatorade,Corporate,True,True
5200033876,Beverages,Gatorade,Gatorade,Corporate,True,True
5200033831,Beverages,Gatorade,Gatorade,Corporate,True,True
5200012125,Beverages,Gatorade,Gatorade,Corporate,True,True
5200004003,Beverages,Gatorade,Gatorade,Corporate,True,True
5200013448,Beverages,Gatorade,Gatorade,Corporate,True,True
5200013446,Beverages,Gatorade,Gatorade,Corporate,True,True
5200013447,Beverages,Gatorade,Gatorade,Corporate,True,True
5200004004,Beverages,Gatorade,Gatorade,Corporate,True,True
5200032431,Beverages,Gatorade,Gatorade,Corporate,True,True
5200050111,Beverages,Gatorade,Gatorade,Corporate,True,True
5200010425,Beverages,Gatorade,Gatorade,Corporate,True,True
5200013456,Beverages,Gatorade,Gatorade,Corporate,True,True
5200013331,Beverages,Gatorade,Gatorade,Corporate,True,True
5200020162,Beverages,Gatorade,Gatorade,Corporate,True,True
5200012324,Beverages,Gatorade,Gatorade,Corporate,True,True
5200010239,Beverages,Gatorade,Gatorade,Corporate,True,True
5200020972,Beverages,Gatorade,Gatorade,Corporate,True,True
5200020870,Beverages,Gatorade,Gatorade,Corporate,True,True
5200032198,Beverages,Gatorade,Gatorade,Corporate,True,True
5200064000,Beverages,Gatorade,Gatorade,Corporate,True,True
5200012006,Beverages,Gatorade,Gatorade,Corporate,True,True
5200020021,Beverages,Gatorade,Gatorade,Corporate,True,True
5200032015,Beverages,Gatorade,Gatorade,Corporate,True,True
5200012161,Beverages,Gatorade,Gatorade,Corporate,True,True
5200020871,Beverages,Gatorade,Gatorade,Corporate,True,True
5200032199,Beverages,Gatorade,Gatorade,Corporate,True,True
5200020968,Beverages,Gatorade,Gatorade,Corporate,True,True
5200032251,Beverages,Gatorade,Gatorade,Corporate,True,True
5200020872,Beverages,Gatorade,Gatorade,Corporate,True,True
5200020407,Beverages,Gatorade,Gatorade,Corporate,True,True
5200032217,Beverages,Gatorade,Gatorade,Corporate,True,True
5200013455,Beverages,Gatorade,Gatorade,Corporate,True,True
5200013329,Beverages,Gatorade,Gatorade,Corporate,True,True
5200013124,Beverages,Gatorade,Gatorade,Corporate,True,True
5200010109,Beverages,Gatorade,Gatorade,Corporate,True,True
5200010389,Beverages,Gatorade,Gatorade,Corporate,True,True
5200010388,Beverages,Gatorade,Gatorade,Corporate,True,True
5200010110,Beverages,Gatorade,Gatorade,Corporate,True,True
5200010406,Beverages,Gatorade,Gatorade,Corporate,True,True
5200010296,Beverages,Gatorade,Gatorade,Corporate,True,True
1600044307,Beverages,Ocean Spray,PBC,JV,False,True
68826704479,Quaker,Pasta Roni,Quaker,Corporate,False,False
68826704321,Quaker,Pasta Roni,Quaker,Corporate,False,False
68826707196,Quaker,Pasta Roni,Quaker,Corporate,False,False
68826707194,Quaker,Pasta Roni,Quaker,Corporate,False,False
68826727192,Quaker,Pasta Roni,Quaker,Corporate,False,False
68826764123,Quaker,Pasta Roni,Quaker,Corporate,False,False
68826764122,Quaker,Pasta Roni,Quaker,Corporate,False,False
68826764113,Quaker,Pasta Roni,Quaker,Corporate,False,False
68826764120,Quaker,Pasta Roni,Quaker,Corporate,False,False
68826764121,Quaker,Pasta Roni,Quaker,Corporate,False,False
68826764118,Quaker,Pasta Roni,Quaker,Corporate,False,False
74674200102,Beverages,SoBe,PBC,Corporate,False,False
74674200103,Beverages,SoBe,PBC,Corporate,False,False
68826713073,Beverages,SoBe,PBC,Corporate,False,False
68826713072,Beverages,SoBe,PBC,Corporate,False,False
68826713069,Beverages,SoBe,PBC,Corporate,False,False
89076300008,Beverages,SoBe,PBC,Corporate,False,False
7800004052,Beverages,Dr Pepper,PBC,Allied,False,False
7800000408,Beverages,Hawaiian Punch,PBC,HT,False,False
7151800033,Quaker,Pasta Roni,Quaker,Corporate,False,False
7151800018,Quaker,Pasta Roni,Quaker,Corporate,False,False
7151800017,Quaker,Pasta Roni,Quaker,Corporate,False,False
7151800039,Quaker,Pasta Roni,Quaker,Corporate,False,False
7151800054,Quaker,Pasta Roni,Quaker,Corporate,False,False
7151800019,Quaker,Pasta Roni,Quaker,Corporate,False,False
7151800016,Quaker,Pasta Roni,Quaker,Corporate,False,False
7151800051,Quaker,Pasta Roni,Quaker,Corporate,False,False
83609301102,Beverages,Izze,NEB,Corporate,True,True
83609301105,Beverages,Izze,NEB,Corporate,True,True
83609300207,Beverages,Izze,NEB,Corporate,True,True
83609300202,Beverages,Izze,NEB,Corporate,True,True
83609300205,Beverages,Izze,NEB,Corporate,True,True
83609300204,Beverages,Izze,NEB,Corporate,True,True
83609300210,Beverages,Izze,NEB,Corporate,True,True
83609300208,Beverages,Izze,NEB,Corporate,True,True
1862749121,FLNA,Stacy's,FLNA,Corporate,False,False
3800080661,Beverages,7 Up,PBC,Allied,False,False
3800094090,Beverages,7 Up,PBC,Allied,False,False
3800080681,Beverages,7 Up,PBC,Allied,False,False
2100003217,Quaker,Pasta Roni,Quaker,Corporate,False,False
7885852110,Quaker,Quaker,Quaker,Corporate,True,False
2840019107,FLNA,Lay's Air Pops,FLNA,Corporate,True,True
2840019106,FLNA,Lay's Air Pops,FLNA,Corporate,True,True
2840019110,FLNA,Lay's Air Pops,FLNA,Corporate,True,True
2840007167,FLNA,Baked,FLNA,Corporate,True,True
2840018383,FLNA,Baked,FLNA,Corporate,True,True
2840006753,FLNA,Baked,FLNA,Corporate,True,True
2840007166,FLNA,Baked,FLNA,Corporate,True,True
2840018382,FLNA,Baked,FLNA,Corporate,True,True
2840007179,FLNA,Baked,FLNA,Corporate,True,True
2840003362,FLNA,Lay's,FLNA,Corporate,True,True
2840007094,FLNA,Dips,FLNA,Corporate,True,True
2840007095,FLNA,Dips,FLNA,Corporate,True,True
2840001387,FLNA,Lay's Kettle Cooked,FLNA,Corporate,True,True
2840008290,FLNA,Lay's Kettle Cooked,FLNA,Corporate,True,True
2840037185,FLNA,Lay's Kettle Cooked,FLNA,Corporate,True,True
2840008293,FLNA,Lay's Kettle Cooked,FLNA,Corporate,True,True
2840037218,FLNA,Lay's Kettle Cooked,FLNA,Corporate,True,True
2840008294,FLNA,Lay's Kettle Cooked,FLNA,Corporate,True,True
2840037219,FLNA,Lay's Kettle Cooked,FLNA,Corporate,True,True
2840007735,FLNA,Lay's Kettle Cooked,FLNA,Corporate,True,True
2840037298,FLNA,Lay's Kettle Cooked,FLNA,Corporate,True,True
2840001388,FLNA,Lay's Kettle Cooked,FLNA,Corporate,True,True
2840008446,FLNA,Lay's Kettle Cooked,FLNA,Corporate,True,True
2840037297,FLNA,Lay's Kettle Cooked,FLNA,Corporate,True,True
2840008292,FLNA,Lay's Kettle Cooked,FLNA,Corporate,True,True
2840037216,FLNA,Lay's Kettle Cooked,FLNA,Corporate,True,True
2840023304,FLNA,Lay's Kettle Cooked,FLNA,Corporate,True,True
2840044043,FLNA,Lay's Kettle Cooked,FLNA,Corporate,True,True
2840005179,FLNA,Lay's,FLNA,Corporate,True,True
2840018734,FLNA,FL VP/MP,FLNA,Corporate,True,True
2840003418,FLNA,Lay's,FLNA,Corporate,True,True
2840008320,FLNA,Lay's,FLNA,Corporate,True,True
2840016013,FLNA,Lay's,FLNA,Corporate,True,True
2840019961,FLNA,Lay's,FLNA,Corporate,True,True
2840042171,FLNA,Lay's,FLNA,Corporate,True,True
2840016472,FLNA,Lay's,FLNA,Corporate,True,True
2840042178,FLNA,Lay's,FLNA,Corporate,True,True
2840003419,FLNA,Lay's,FLNA,Corporate,True,True
2840016016,FLNA,Lay's,FLNA,Corporate,True,True
2840019998,FLNA,Lay's,FLNA,Corporate,True,True
2840015010,FLNA,Lay's,FLNA,Corporate,True,True
2840021208,FLNA,Lay's,FLNA,Corporate,True,True
2840015021,FLNA,Lay's,FLNA,Corporate,True,True
2840007858,FLNA,Lay's,FLNA,Corporate,True,True
2840005704,FLNA,Lay's,FLNA,Corporate,True,True
2840003345,FLNA,Lay's,FLNA,Corporate,True,True
2840007293,FLNA,Lay's,FLNA,Corporate,True,True
2840008321,FLNA,Lay's,FLNA,Corporate,True,True
2840016014,FLNA,Lay's,FLNA,Corporate,True,True
2840019914,FLNA,Lay's,FLNA,Corporate,True,True
2840042158,FLNA,Lay's,FLNA,Corporate,True,True
2840000944,FLNA,Lay's,FLNA,Corporate,True,True
2840003399,FLNA,Lay's,FLNA,Corporate,True,True
2840016473,FLNA,Lay's,FLNA,Corporate,True,True
2840042177,FLNA,Lay's,FLNA,Corporate,True,True
2840004098,FLNA,Lay's,FLNA,Corporate,True,True
2840004393,FLNA,Lay's,FLNA,Corporate,True,True
2840005658,FLNA,Lay's,FLNA,Corporate,True,True
2840016028,FLNA,Lay's,FLNA,Corporate,True,True
2840020128,FLNA,Lay's,FLNA,Corporate,True,True
2840021028,FLNA,Lay's,FLNA,Corporate,True,True
2840003367,FLNA,Lay's,FLNA,Corporate,True,True
2840016088,FLNA,Lay's,FLNA,Corporate,True,True
2840020087,FLNA,Lay's,FLNA,Corporate,True,True
2840003416,FLNA,Lay's,FLNA,Corporate,True,True
2840016053,FLNA,Lay's,FLNA,Corporate,True,True
2840020068,FLNA,Lay's,FLNA,Corporate,True,True
2840003374,FLNA,Lay's,FLNA,Corporate,True,True
2840008335,FLNA,Lay's,FLNA,Corporate,True,True
2840016019,FLNA,Lay's,FLNA,Corporate,True,True
2840020059,FLNA,Lay's,FLNA,Corporate,True,True
2840042176,FLNA,Lay's,FLNA,Corporate,True,True
2840003425,FLNA,Lay's,FLNA,Corporate,True,True
2840016018,FLNA,Lay's,FLNA,Corporate,True,True
2840020060,FLNA,Lay's,FLNA,Corporate,True,True
81587101000,FLNA,Lay's,FLNA,Corporate,True,True
2840003420,FLNA,Lay's,FLNA,Corporate,True,True
2840008323,FLNA,Lay's,FLNA,Corporate,True,True
2840016015,FLNA,Lay's,FLNA,Corporate,True,True
2840019963,FLNA,Lay's,FLNA,Corporate,True,True
2840042172,FLNA,Lay's,FLNA,Corporate,True,True
2840016495,FLNA,Lay's,FLNA,Corporate,True,True
2840042179,FLNA,Lay's,FLNA,Corporate,True,True
2840015016,FLNA,Lay's,FLNA,Corporate,True,True
2840000826,FLNA,Lay's,FLNA,Corporate,True,True
2840016067,FLNA,Lay's,FLNA,Corporate,True,True
2840020061,FLNA,Lay's,FLNA,Corporate,True,True
2840016012,FLNA,Lay's,FLNA,Corporate,True,True
2840042311,FLNA,Lay's,FLNA,Corporate,True,True
2840003346,FLNA,Lay's,FLNA,Corporate,True,True
2840007347,FLNA,Lay's,FLNA,Corporate,True,True
2840008330,FLNA,Lay's,FLNA,Corporate,True,True
2840016020,FLNA,Lay's,FLNA,Corporate,True,True
2840019954,FLNA,Lay's,FLNA,Corporate,True,True
2840016494,FLNA,Lay's,FLNA,Corporate,True,True
2840042173,FLNA,Lay's,FLNA,Corporate,True,True
2840042210,FLNA,Lay's,FLNA,Corporate,True,True
2840014996,FLNA,Lay's,FLNA,Corporate,True,True
2840042463,FLNA,Lay's,FLNA,Corporate,True,True
1707711108,Quaker,Quaker,Quaker,Corporate,False,False
1707711008,Quaker,Quaker,Quaker,Corporate,False,False
1200063840,Beverages,Brisk,PBC,JV,True,True
1200020705,Beverages,Brisk,PBC,JV,True,True
1200020703,Beverages,Brisk,PBC,JV,True,True
1200081009,Beverages,Brisk,PBC,JV,True,True
1200020237,Beverages,Brisk,PBC,JV,True,True
1200081010,Beverages,Diet Lipton,PBC,JV,True,True
1200010191,Beverages,Brisk,PBC,JV,True,True
1200081015,Beverages,Brisk,PBC,JV,True,True
1200003190,Beverages,Brisk,PBC,JV,True,True
1200001276,Beverages,Lipton,PBC,JV,True,True
1200002453,Beverages,Lipton,PBC,JV,True,True
1200006145,Beverages,Lipton,PBC,JV,True,True
1200001279,Beverages,Diet Lipton,PBC,JV,True,True
1200002454,Beverages,Diet Lipton,PBC,JV,True,True
1200006146,Beverages,Diet Lipton,PBC,JV,True,True
1200038780,Beverages,Lipton,PBC,JV,True,True
1200001270,Beverages,Lipton,PBC,JV,True,True
1200001273,Beverages,Diet Lipton,PBC,JV,True,True
1200001711,Beverages,Diet Lipton,PBC,JV,True,True
4100000845,Beverages,Lipton,PBC,JV,False,False
4100000864,Beverages,Lipton,PBC,JV,True,False
4100041862,Beverages,Lipton,PBC,JV,False,False
1200003199,Beverages,Pure Leaf,PBC,JV,True,True
4100020810,Beverages,Lipton,PBC,JV,True,True
4100020821,Beverages,Lipton,PBC,JV,True,False
4100020779,Beverages,Lipton,PBC,JV,True,False
